profile_name,user_reviews,rating_date,visit_date,summary,text,stars
AndyTrotter,498 reviews,"Reviewed July 14, 2014",Date of visit: July 2014,It just isn't for me,"Having visited last year and seen more good reviews I decided to give Fat Mama's another chance, unfortunately there is no improvement for me personally.  We ordered smaller dishes but it is still just like a Man -v- Food challenge with quantity over quality.  We...More",3
Ted K,65 reviews,"Reviewed July 13, 2014",Date of visit: July 2014,Good Family Fun,"Our second visit.....the food is good and plenty of it. I suggest sharing a starter. Good clean family fun, well worth a visitMore",4
Ian F,61 reviews,"Reviewed July 13, 2014",Date of visit: July 2014,Fun with large portions,"We visited Fat Mamas on a Saturday evening just out of the busy season,  it was still busy with a good atmosphere. The waiting staff were excellent friendly and attentive without being pushy. The entertainment was good fun, primarily a dance group with a bit...More",4
Tony E,11 reviews,"Reviewed July 13, 2014",Date of visit: July 2014,Family Fun,"Mix of Italian and American cuisine, not really Cypriot, but the best entertainment for all ages. Those with kids love the ad-hoc caberet throughout the evening and the chance to have the children's pictures taken with Fat Mama and Cowboy Willy. Good vfm too.More",5
sheagaskin,91 reviews,"Reviewed July 12, 2014",Date of visit: July 2014,Huge Portions,"Western cuisine, no real surprises, portions lived up to the reviews given. Good atmosphere, impromptu performances from dancing girls, all good family fun.",4
louise3durham,88 reviews,"Reviewed July 12, 2014",Date of visit: June 2014,Hhuuuummmm......,"I know from the many times we have visited paphos that this place is very popular, but I have to say I really font get it!

The menu is rather limited, Tex mex or Italian and the prices for what I find to be average...More",3
Claire H,3 reviews,"Reviewed July 9, 2014",Date of visit: September 2013,"Delicious food, good entertainment!",We came here for my birthday with friends and family who came to my wedding a few days before. Having been here before I knew how big the portions were but this was everyone's first time so others decided to have a starter aswell as...More,5
LovingOz,69 reviews,"Reviewed July 4, 2014",Date of visit: June 2014,"Sickly cocktails, large portions of average food","Cocktails were mainly sugar syrup with a dribble of alcohol, cheesy dancing and singing cabaret. Three of our group ordered the large baby back ribs, bearing in mind two of them were 6.5ft guys, they barely finished one rack. Only order the large if you...More",3
curvylady,36 reviews,"Reviewed July 4, 2014",Date of visit: June 2014,gorgeous,ordered two cocktails ( got 4 brought to us as they were BOGOF)  a starter to share and 2 main meals. didn't have room to fit in a dessert!! cost 40 euros... a bargain!!!!,4
stevej1965,4 reviews,"Reviewed July 4, 2014",Date of visit: June 2014,fat mamas,visited here twice during our stay in paphos excellent food great friendly staff buy one get one free on beer and soft drinks between 5pm and 6 the two for one on cocktails between 6pm and 7would recomend it to anyone,5
poppyintotton,73 reviews,"Reviewed July 4, 2014",Date of visit: June 2014,brilliant - wished we had found it earlier in our holiday,"We visited on our last but one evening. had a brilliant meal -the burgers were to die for huge portion sizes and happy to adapt the meals for the most fussy of eaters ( like my son)! lovely cocktails, and you are entertained by singing...More",5
sallyk463,25 reviews,"Reviewed July 4, 2014",Date of visit: June 2014,Eating out,Fat mamas brilliant excellent food very large portions. Staff excellent & entertainment good. Many other restaurants along the same strip could learn from them ?,5
Barrie7760,6 reviews,"Reviewed July 2, 2014",Date of visit: May 2014,Fat Mama's,"Brilliant food and excellent service all with a smile, also cabaret was also excellent. Highly recommended.",5
Lynne D,21 reviews,"Reviewed July 2, 2014",Date of visit: June 2014,great food,"We had a beautiful meal here, there was four of us and not one complaint. Staff very friendly also. Had a great night with free entertainment",5
Gealer,78 reviews,"Reviewed July 1, 2014",Date of visit: June 2014,Nice food great value,Massive plate full of good food.  We had a starter of onion rings that we probably wouldn't have had had we known abut the portion size but they were freshly cooked light and crisp.  I had King prawns in a tomatoey sauce it came with...More,5
soaft,35 reviews,"Reviewed July 1, 2014",Date of visit: July 2014,OMG the meals were humungus,This was a fab night out - the meals were so big my husband and son had a struggle and thats saying something - they had singing and dancing all during the meal which was fab and kept the younger members of our family entertained...More,5
travellingmad60,50 reviews,"Reviewed July 1, 2014",Date of visit: June 2014,HUGE portions,"Don't eat for 2 days before going here I ordered SMALL ribs and got a full rack - needless to say I didn't finish them, as lovely as they were - it was far too much",4
RickC500,23 reviews,"Reviewed July 1, 2014",Date of visit: August 2013,Noisy,If you fancy a loud and lively night ..fat mamas is the place for you . The food is very good and you get plenty of it . You will need to book in advance in high season because this is a very popular place....More,4
GrahamK219,52 reviews,"Reviewed July 1, 2014",Date of visit: June 2014,Solid holiday restaurant,"Up in Paphos for a few nights and went to Fat Mama's with my sons. The protions were huge and the food was overall not bad. There was a very strange dance routine for someone's birthday by some of the staff, i was probably concentrating...More",3
TonkaYorkshire,51 reviews,"Reviewed July 1, 2014",Date of visit: June 2014,Ok,"The place is always busy and the staff are entertaining and efficient and always friendly
The food is large portions but not very interesting and there are much better places for food 
However overal it's a change",3
Jack2013,17 reviews,"Reviewed June 28, 2014",Date of visit: June 2014,Brilliant food and atomsphere,"If you're hungry then this is the place for you! Portion sizes are huge but the quality was still very good. The ribs are excellent with the meat falling off the bone and the fajitas were excellent too.
The staff really make the place, they're...More",5
dwalker_d10,77 reviews,"Reviewed June 26, 2014",Date of visit: June 2014,Still good...but not what it was!,"We have been going to Fat Mamas for longer than I care to remember! We spend on average 6 weeks a year in Paphos and have done for the last 11 years.

I have always been a fan and advocate of FM's but on our...More",3
Rachel806,62 reviews,"Reviewed June 25, 2014",Date of visit: June 2014,Amazing food. Ribs are to die for!!,You do get a lot of food but what you can't eat you can take away. It's got a great atmosphere and the staff can't do enough for you.,5
DominicL697,7 reviews,"Reviewed June 25, 2014",Date of visit: May 2014,Ok if you are hungry.,"We've been going to Cyprus for the last 8 years, and initially Fat Mama's was a must stop place. However, over time we have seen the quality of food deterioriate, and we won't be going again. We have also noticed that the queues that used...More",3
Ruther5,157 reviews,"Reviewed June 23, 2014",Date of visit: June 2014,Amazing food,"The food and service here are both top quality, it's always busy but have never had to queue to get in. The nachos and hot ribs are my partners favourite and mine is the chicken fajitas..they are gorgeous..as are the cocktails. :)",5
Kantaryll,15 reviews,"Reviewed June 22, 2014",,Loud!,"Americanised style dining experience with cabaret - be warned it's rather loud here! Food
Is great and well cooked, the staff are good fun and well mannered. Special thanks to Andy!",5
Denis H,37 reviews,"Reviewed June 21, 2014",Date of visit: June 2014,Great night,"Went to Fat Mamas on 19 June 2014 as a group of 12 from Zumba Class, we had a great evening, the food was excellent, it all arrived within less than a minute of of the first service all the food was cooked to perfection,...More",5
allen w,26 reviews,"Reviewed June 20, 2014",Date of visit: May 2014,Entertainment while you eat,This eatery is a must to visit where you get cabaret while you eat 4 girls do the show and the kids kids get their photos taken with Fat Mama and cowboy Willie and more importantly the food is fantastic especially the  Huntsmans chicken don't...More,5
wandererreturns14,25 reviews,"Reviewed June 19, 2014",Date of visit: May 2014,Nice for an occasion,"We visited for my daughters 21st birthday and booked a table as it is always busy and you often have to que. I mentioned to the waiter that it was for a 21st birthday. We where half way through our meal, which was excellent and...More",5
SqueakyRat,174 reviews,"Reviewed June 18, 2014",,"Huge portions,  excellent value.","We visit Fast Mamas every time we visit Paphos and for me is the best restaurant here. 
The food is excellent both in quality and size. We ordered a child's meal and when it came it was the size of an adults meals anywhere else....More",5
CharX88,35 reviews,"Reviewed June 18, 2014",Date of visit: June 2014,Great place!,"Great food, and big portions, very good value for money and good entertainment while you eat too!  Would definitely recommend visiting here.",5
Jay6934,11 reviews,"Reviewed June 16, 2014",Date of visit: June 2014,Great food! Great atmosphere!,"On my recent visit to paphos with my partner we ate here a couple of times. The menu is quite big with a large range of different food including American, Mexican and Italian. The service is very good all staff were nice and polite. You...More",4
210gwenj,10 reviews,"Reviewed June 16, 2014",Date of visit: May 2014,Great evening,"wonderful food and entertainment, get there early or you have to wait, staff very attentive, would have gone more only went on last night, our lossMore",5
MPhilosophicalTrav10,48 reviews,"Reviewed June 12, 2014",Date of visit: September 2013,"Quality food, and entertainment!","Amazing food, extremely busy, good entertainment from the staff, bit pricey but would definately say it is worth a visit. The fact that it is always so busy shows how good it is.",4
RoxanneAnd,3 reviews,"Reviewed June 11, 2014",,So much food!,"Watch out for the portions here, I had a slice of garlic bread and the small ribs and I could hardly get up out of my chair afterwards, let alone attempt a desert. Everyone else's food was also amazing and we all wish we could...More",5
janettG4953DQ,32 reviews,"Reviewed June 10, 2014",Date of visit: May 2014,Food for thought in Pathos,"Not been here before  so was surprised how busy it was Very good and tasty food, and the staff are excellent.  Entertainment at 9 from a terrific set of girls.  Will definitely go again when l return to Pathos",4
MVE_Nicosia,43 reviews,"Reviewed June 9, 2014",Date of visit: June 2014,Excellent Food and good entertaining for Kids,"Excellent food, excellent service and the dance shows every 15 minutes is a blast for the kids! The personnel is excellent with kids! Price... middle to uperMore",5
Carolann_8,62 reviews,"Reviewed June 9, 2014",Date of visit: June 2014,A meal out with a few surprises!,"If you are visiting the Paphos area of Cyprus, make sure you go to Fat Mama's on the Tombs of the Kings road. The menu is varied and reasonably priced and you will get more than good service as the team serving you will burst...More",5
Gavin P,10 reviews,"Reviewed June 8, 2014",Date of visit: June 2014,Mental steak & ribs,"The name of the restaurant says it all, you come out feeling full to the top. Good choice of dishes, however would like to see a mixed grill on the menu, staff singing and dancing always a highlight, be prepared to que a little while...More",5
deights92,13 reviews,"Reviewed June 7, 2014",Date of visit: June 2014,You Must Go!!,"A couple of our firends live in cyprus, so we had a reccomendation off them. We booked in advance as we were told it could get very busy. 

Portion sizes are very generous! loads of food there so best to go hungry, We went here...More",5
661ScottF,394 reviews,"Reviewed June 7, 2014",Date of visit: August 2013,My daughter loves this place.,Have eaten here a few times now (love the racks of ribs). My daughter always wants to go back because of the singers. Book or go early cos it's always busy.,4
Nicola B,6 reviews,"Reviewed June 5, 2014",Date of visit: May 2014,Fair,"Basic food but cant cook pasta, I had the steak chips and beans which were nice.
There were also dancers an entertainment which was lovely",3
pjo59,12 reviews,"Reviewed June 3, 2014",Date of visit: May 2014,too much,"stayed at kefalos beach village, went to fat mammas 1st night, food was very good, there was just too much of it, gave me a guilt feeling, having to leave so much.",3
Philc2104,9 reviews,"Reviewed June 2, 2014",Date of visit: May 2014,It's a must eat at place.,"The best food we had all holiday.  Portions are ample, and that is just the small size!!  The ribs are the best i've had, meat simply falls off the bone.  Steaks are also very good, my girlfriend declared it the best she's ever had!!  With...More",5
NatashaBangs,9 reviews,"Reviewed June 1, 2014",Date of visit: May 2014,Huuuuge portions,"This restaurant never fails to provide amazing food. Portion sizes are massive so go hungry. When we first went to Cyprus a few years ago we walked past it thinking it was too touristy as they have ""Fat Mama"" and ""Willy"" and dancing/Singing girls however...More",5
julz56a,33 reviews,"Reviewed May 28, 2014",Date of visit: September 2013,Best in Paphos,"Went for a meal here  5 adults and 3 kids plenty of choice and variety , kids were given crayons and pictures to colour whilst we waited, Portions very big,quality excellent will be going again next week for a family birthday",5
patbasildon,20 reviews,"Reviewed May 28, 2014",Date of visit: April 2014,Must visit restaurant,"Great atmosphere, service very good, food nice i like that you can have a small portion or a cowboy portion (try the cowboy portion ribs) amazing",5
feemac,38 reviews,"Reviewed May 28, 2014",Date of visit: May 2014,"Good food, entertainment & atmospher","Well worth a trip. Food portions huge, fresh tasty food and great staff.  Very attentive, amusing and good company.  Great value for money and the entertainers help to pass the hours away.",5
JoP515,35 reviews,"Reviewed May 27, 2014",,"Great food, service and entertainment","Had a excellent meal out last week at Fat Mamas. The food, service, atmosphere and entertainment were great nothing was too much trouble. We had a fab night out and would definitely recommend!",5
carolenglish37,208 reviews,"Reviewed May 26, 2014",Date of visit: May 2014,Highly Recommended....,"Our rep. suggested we go there for a 'different experience'. Amazing selection on offer,very efficient servers,packed full of very satisfied diners. beautifully cooked and presented meals and exceptionally quick service,the Chefs excelled and were congratulated many times over. We both had sea bass and couldn't...More",5
christy h,90 reviews,"Reviewed May 25, 2014",Date of visit: May 2014,Not my cup of Tea!,"Why did we go here? I still have no idea. 
If mass produced american style food is what you are looking for then here it is! if you also enjoy dancing girls leaping out every 5 minutes to do a little dance routine whilst the...More",2
2feral4u,59 reviews,"Reviewed May 25, 2014",Date of visit: May 2014,really bad,"Mostly disliked the atmosphere, really loud music and staff clapping (trying but failing to look happy shouting ""oh yeah!""). Basic and poor pizza place which is overpriced. If you fancy a poor interpretation of American diner go here.More",1
GM_Scuba_Neutral,9 reviews,"Reviewed May 20, 2014",Date of visit: May 2014,Doesn't live up to hype,"Found the food to be bland and average. The floor show was out of place and they seem to focus more on gimmicks than food quality. Disappointed as the menu looked really good. 

We have been to fat mama's on a previous holiday several years...More",3
jordannewton1997,4 reviews,"Reviewed May 19, 2014",Date of visit: August 2013,Be sure to book!,I have visited this restaurant on numerous occasions and the quality has been high every time. The price has been reasonable everytime and the atmosphere has been booming everytime. Be sure to book....this place soon gets busy. If you want a good night out with...More,5
PandaAndRico,10 reviews,"Reviewed May 18, 2014",Date of visit: May 2014,Super Star,"We had been recommended this restaurant by friends and by others in our hotel. We enjoyed our food and time there that much we visited three times in one week!! The staff were always friendly and attentive, entertainment was lively, food was reasonably priced -...More",4
GCT1978,86 reviews,"Reviewed May 15, 2014",Date of visit: May 2014,Great place to eat and have fun,"Visited this place twice 10 years ago and now twice on our return this time with our 4 year old daughter, she loves the dancing girls and singing, loves the food, yes portion sizes are big but be sensible and share, ribs were amazing, going...More",5
Leighfire,39 reviews,"Reviewed May 14, 2014",Date of visit: May 2014,Loved it again,"I can not recommend this venue enough, food big portions and tastie, entertainment amazing, service superb.
A must when visiting this resort.",5
hotdigity,23 reviews,"Reviewed May 13, 2014",Date of visit: May 2014,It's all meat a real treat,"Having eaten mundane food at our 5 star hotel it's was so good to have a 5 star meal at Fat Momma's.
The ribs were to die for and the steak ,the best fillet I have had in a long time.
Entertainment was good and...More",5
Mike2112,12 reviews,"Reviewed May 12, 2014",Date of visit: May 2014,Place to go for atmosphere,Family friendly with great service can't fault the food and the atmosphere added to the enjoyment of the night well recommended,5
lyn b,38 reviews,"Reviewed May 12, 2014",Date of visit: April 2014,Excellent food cabaret was brilliant,"staff attentive but not over bearing,  food was excellent the cabaret was inspired and very entertaining",5
familygirl22Uk,68 reviews,"Reviewed May 7, 2014",,Amazing,"What can I say we got married in paphos and went to fat mamas 7 times during our stay never a bad me fab entertainment and my daughter ate all her dinner every night as fat mama watched her
Our friends go back in 6...More",5
Hollik20,64 reviews,"Reviewed May 5, 2014",Date of visit: April 2014,Always the first place to add to the itinerary . . .,"Part of the build up to any great holiday in Paphos, is planning which night to duck out of an all inclusive package, or for a few visits if you sensibly go B&B in your hotel or apartment. One venue, two menu's. As you would...More",5
clarkie23bck,17 reviews,"Reviewed April 30, 2014",Date of visit: April 2014,Good food,"Massive portions... Worth a visit ...friendly staff with a small show ,kid friendly , ribs are huge ...",5
ianwilk1956,11 reviews,"Reviewed April 26, 2014",Date of visit: April 2014,Ribs to die for,"The food and service was excellent. The ribs are a must they are very tender and the traditional sauce is delicious. They also do a hot sauce which is also good.
I have also had the steak which was very good. I can say in...More",5
AndyMuz,12 reviews,"Reviewed April 24, 2014",Date of visit: April 2014,Great food and atmosphere,"Had a meal here this week with friends and had a superb experience.  Meat platter to share for starters was fab and ample for 4 people.  Huge selection of food options and a bonus is the smaller portion option for ladies!

Always visit here when...More",4
Joan W,11 reviews,"Reviewed April 24, 2014",Date of visit: July 2013,Excellent restaurant,"Brilliant restuarant, great value, large portions of food and entertainment thrown in as well.  Didnt dislike any of it, well worth a visit",5
Iceman252219,14 reviews,"Reviewed April 23, 2014",Date of visit: April 2014,Italian and Mexican mix.,"Fun filled and entertaining. If you wish peace and quiet, don't go. It will be a noisy night with dancers, singers and loud music. All in all worthy of a visit it three.More",5
Steve G,90 reviews,"Reviewed April 20, 2014",Date of visit: August 2013,Must Have Been A Bad Day!!!,"I have recently attended this restaurant with friends and family, I have previously seen all the other reviews about the restaurant.
We waited a while to get into the restaurant, but I know this is the norm, we were eventually seated and again waited a...More",3
cheryl l,28 reviews,"Reviewed April 17, 2014",Date of visit: April 2014,Fun evenng,"We went to Fat Mammas about 8 years ago and really enjoyed it, last night we ventured back with our 3 kids and my Mum. As expected the portions were huge, the food was good and our kids loved the dancing, singing and the visit...More",4
Jhyoung007,49 reviews,"Reviewed April 14, 2014",Date of visit: April 2014,Work hard to be different,"In a town full of restaurants this one stands out - not for the food, but I have to say my salad was delicious but because it goes all out to be different with singing, dancing and characters!! Smiles guaranteed :-))",4
Barbara N,30 reviews,"Reviewed April 10, 2014",Date of visit: April 2014,Great fun,"Have just read some of the other reviews and for that reason felt I should write one. We have been to fat mamas lots of times. It is great fun, the staff are cheerful and welcoming. Fat mama and willy make an appearance, last week...More",5
Juliab2834,17 reviews,"Reviewed April 7, 2014",Date of visit: March 2014,"Fabulous, must pay a visit!","This is a fabulous restaurant, the staff are fantastic and go out of their way to make you feel welcome.  The food is superb (massive portions, so make sure you are hungry!) and there are kids characters and also a family-friendly dance show during the...More",5
Danon123,111 reviews,"Reviewed March 13, 2014",Date of visit: July 2013,Ok for the kids,"Went here with our grandson, he enjoyed the entertainment but it was all too much for us. Food: lots of it but that's about all! Can't understand why it's so popular, must be the fact that they make you queue outside so it looks as...More",3
George C,17 reviews,"Reviewed March 11, 2014",Date of visit: June 2013,the worst,"may be the worst i have restaurant in Paphos we order the ribs and a pizza did not eat either as . do not go to this restaurant the prices are good the atmosphere is good the food is not good.
I do not know...More",1
Jaimi M,6 reviews,"Reviewed March 3, 2014",Date of visit: September 2013,Brilliant Family Restaurant,"We have two very small children and eating out can sometimes be hard work, these guys made it so easy and kept our kids entertained throughout. The food was great and so much choice and the portions were HUGE! We enjoyed it so much we...More",5
glenn345,41 reviews,"Reviewed February 26, 2014",Date of visit: August 2013,Simply The Best!!,We have visited this fantastic restaurant many times and have never been disappointed with the superb food and service! Once you have eaten sit back and enjoy the Show!! This really is a must visit when in Paphos!!,5
LindaDelilah94,7 reviews,"Reviewed February 22, 2014",Date of visit: August 2013,Fantastic,"We went here on holiday, My friend had been a thousand times and had talked and talked about this restaurant, They took me and my my its fantastic! Excellent food Excellent entertainment! its just brilliant. And you have to say compliments to the chef trust...More",5
KateHCornwall,15 reviews,"Reviewed February 8, 2014",Date of visit: May 2013,Amazing!,Brilliant night out and ridiculously large portions! Staff are great and really friendly. The entertainment is brilliant. We had nachos and ribs and we had to take some away with us because we couldn't eat it all- and for us that's saying something! We would...More,5
James E,52 reviews,"Reviewed January 30, 2014",Date of visit: September 2013,Great food and atmosphere,Fat Mama's is one of my favourite restaurants in Paphos and has never failed me. The huge choice of food items on the menu does not make the restaurant and less efficient and the service is great. At certain times they even have a cabaret....More,4
travellerfs,26 reviews,"Reviewed January 8, 2014",Date of visit: July 2013,Great family restaurant,"Fat mamas is not an all year round restaurant. It tends to open around Easter (mid April) and close in the beginning of November. During this period it is one of the most popular restaurantys in Paphos. 
It is an excellent place for 'hungry' guys...More",4
148mattt,5 reviews,"Reviewed January 1, 2014",Date of visit: August 2013,Brilliant,Fat mamas is one of paphos best restaurants. Queuing out the door every night which is understandable once you've eaten. Entertainment every night which kept the kids glued for hours,5
melissa m,2 reviews,"Reviewed November 8, 2013",Date of visit: October 2013,good,"Went to fat mammas for family meal on last night of our holiday. Staff are friendly, didnt have to wait too long for our food. Portion sizes are pretty big, if id have known I wouldnt have ordered a starter!! Lively atmosphere with music and...More",4
blueterrier_11,23 reviews,"Reviewed November 8, 2013",Date of visit: November 2013,Fantastic night,"We visited this restaraunt on Halloween night. Fortunately we had booked a table otherwise we wouldn't have got in. It was absolutely packed. In spite of this the service was very quick, friendly and efficient. All the staff were in fancy dress and the atmosphere...More",5
49lizzy,12 reviews,"Reviewed November 5, 2013",Date of visit: October 2013,Fat Mammas Paphos,"Went to Fat Mammas on Sat 26th October 2013. Went with friends and waited about 5 mins for table., went with friends. We had a great time , good food and entertainment. Would definitely love to go again. Good meal good value. Liz suffolk",5
DominicL697,7 reviews,"Reviewed November 4, 2013",Date of visit: June 2013,Don't let your eyes deceive.,"At first glance, this place is a diner's paradise. The portions are huge, and if you go early you get a discount plus don't have to sit through the entertainment. But the problems start when you actually get the food.

Sure they are big portions,...More",3
steph1968_11,28 reviews,"Reviewed November 3, 2013",Date of visit: October 2013,like butlins but worse,"portions sizes are ridiculous - i had spaghetti bolognaise which was dry, tasteless & big enough to feed 3 or 4 people. my son had the ribs & couldn't manage to eat more than about a fifth of them- they must chuck away so much...More",1
Daniel G,47 reviews,"Reviewed November 1, 2013",Date of visit: October 2013,BRILLIANT,went here for a meal with with my partner ordered the large portions (mistake) could not finish the meal . We went back 2 nights later ordered 2 small meals still could not finish the meal The meals where Fantasic ***** . A small pasta...More,5
howiep83,16 reviews,"Reviewed November 1, 2013",Date of visit: October 2013,FAT MAMA'S,"we found this restaurant very good , it came recommended and didn't disappoint, the food is good, plenty of choice as there are two menu's ,service wasn't bad (happy staff). Basing325 is right about the portions (HUGE).",4
Bentravelling2,132 reviews,"Reviewed October 31, 2013",Date of visit: October 2013,Desperate Dan size portions!!,"Ridiculously huge portions!! Unless you have a big appetite skip the starter!! Even the smaller portions are massive.  An extensive menu, you can choose from the Fat Mamma menu or an alternative. The entertainment was awful. Three dancers who jump and prance about to spice...More",5
,37 reviews,"Reviewed October 31, 2013",Date of visit: October 2013,Fat Mama's Paphos,"Very disappointed :(
Expensive basic food and drinks.
Entertainment was very basic .
Over 100 people there at 7pm on a Wednesday evening. 
Waiter not that happy or friendly.
No way as jolly an atmosphere as a British or American TGI's that they are trying...More",3
Loretta W,6 reviews,"Reviewed October 30, 2013",Date of visit: October 2013,average restaurant,"Hi visited Fat Mamas with my family on the last day of our holiday. Arrived at 5pm just as they opened as had to get to airport. We all had burgers, which were good. Service friendly and quick. 
On a busy road with building work...More",3
stephaniek887,247 reviews,"Reviewed October 30, 2013",Date of visit: October 2013,fun night,"Went here on other peoples recommendations and glad we did.Fun, friendly,large menu, massive portions and very tasty food. Dancing girls added to the evening. Will be visiting again next time i'm in Paphos.",4
RochesterDean,6 reviews,"Reviewed October 29, 2013",,"LOUD AND EXTREMELY POOR AND UNNECESSARY ENTERTAINMENT, COUPLED WITH RIDICULOUS SIZED FOOD PORTIONS.","Went here on 29th October 2013, really wished we hadn't. Was with my wife and 2 sons 17 & 12. Place always looked busy so we thought we would give it a try, but certainly won't be going back. 

FOOD.  

What we ate was ok,...More",2
JessicaM437,55 reviews,"Reviewed October 28, 2013",Date of visit: October 2013,Mediocre,"Visited after seeing good reviews on trip, disappointing to be honest. Food was average, no better than Pizza Express, staff were very attentive, Mojitos were very good and kids were well looked after. If you like things that are a bit fake then you'll like...More",3
Victoria T,42 reviews,"Reviewed October 28, 2013",Date of visit: October 2013,Good but over-rated,When we first visited 2 years ago this place was great but think its gone down hill a bit since then.  The food is ok if you like TGIs type food but its probably overpriced.  The quality of the entertainment is nothing like what it...More,3
ChrisACambridgeUK,46 reviews,"Reviewed October 24, 2013",Date of visit: October 2013,American portions,"Pretty good ribs, monster portions and dancing girls.

Seriously, the potion control is bonkers, I had the small ribs and thought they had got it wrong when they brought out 2 full (UK) size racks.

Lots of ex-pats in for birthdays, so it must be...More",5
Discotheque44,59 reviews,"Reviewed October 24, 2013",Date of visit: October 2013,great service & food,"very good happy vibe surrounds this restaurant, with 'show girls' coming out on stage to perform short numbers every so often!  the food is very reasonably priced & tastes delicious, the service is great & the restaurant is very clean, it's a bit touristy, bit...More",5
Rusty_1073,26 reviews,"Reviewed October 23, 2013",Date of visit: October 2013,"Excellent food, big portions","We had noticed that Fat Mama's was quite packed on most nights during our holiday, which we thought must be a good sign, so we decided it would be one of the restaurants we must visit!

On the night we went in it was about...More",5
Lisa L,41 reviews,"Reviewed October 22, 2013",Date of visit: October 2013,Love this restaurant.,"We have visited this restaurant before when we stayed in Paphos some years ago and returned to celebrate my husband's birthday. It's very American in style with huge portions, but the food is very good and the service very efficient. Some people have complained about...More",4
AndyT72,35 reviews,"Reviewed October 21, 2013",,Worth a visit,We left eating here until the end of our holiday and we were not disappointed. Yes its a steak house and not a typical Greek style restaurant but we knew that before we went in. The prices are a bit more expensive but the quality...More,5
mumjb,12 reviews,"Reviewed October 19, 2013",Date of visit: October 2013,tourist food!,"If you are looking for good food- give this one a miss!  It is noisy, expensive and basically an American style steak house. Not good for veges but great if you like chips with everything !",2
susanp781,56 reviews,"Reviewed October 18, 2013",Date of visit: October 2013,Awful entertainment,"Extensive menu and food was ok, but not cheap. Totally spoiled by 3 ''dancers'' who were accompanied by a couple of the waiters. We couldn't enjoy our meal as they came out and pranced around several times, in the middle of the tables, with 2...More",3
Steph B,67 reviews,"Reviewed October 18, 2013",Date of visit: October 2013,"good food, big portions, cringe inducing entertainment","Ate here twice & found the food & service very good.  Huge portions so order accordingly.  Our group had pizzas, pasta, ribs & veal plus starters & we were all very happy with the food.  Only thing we didn't like was the ""entertainment"".  3 girls...More",4
Desk_Diva_Dynamo,13 reviews,"Reviewed October 17, 2013",Date of visit: September 2013,Maybe the past shouldn't be revisited,"We went to Fat Mamas 10 years ago and we still chatter about how fabulous the steak was to this day, so when we found ourselves back in Cyprus at the end of September the first place we headed for was here.  In some respects...More",3
colinm343,21 reviews,"Reviewed October 16, 2013",Date of visit: August 2013,Best Food In Town,"Ribs Ribs Ribs.  You guested it, the best ribs in town.  But before you go ordering a rack for yourself, they are a bit rich so share a portion and don't over-face yourself.  All steaks are to die for especially the Steak tournedos Rossini Mmmmmm....More",5
MarkHolliland,70 reviews,"Reviewed October 13, 2013",Date of visit: September 2013,Still Good After All These Years,"We've been using this restaurant for over 10 years now on our annual visit to the Paphos area. Not much has changed over the years - service is good, food is OK, prices reasonable and the entertainment gives a good atmosphere, Taken altogether this makes...More",4
ourbreaks,13 reviews,"Reviewed October 11, 2013",Date of visit: September 2013,friendly,"Food very good, service very good, but over rated on the whole.  Prices too high could get equally as good if you look around.",4
imacjet,79 reviews,"Reviewed October 11, 2013",Date of visit: October 2013,Great,"Great food and great entertainment-always busy but worth the wait.
The staff work like clockwork from taking your order through to delivering your bill all with great smiles and great entertainment shows performed by the staff!",4
Ann G,30 reviews,"Reviewed October 11, 2013",Date of visit: September 2013,EX FOOD VERY BIG PORTIONS,good atmosphere and ex tasting food.big portions but you can have smaller portions.go early or book a table,5
bigduke6051,64 reviews,"Reviewed October 10, 2013",Date of visit: September 2013,top steaks,"Very tasty food we had the steak which was cooked to perfection , always full and lively 
Would recommend however high-end prices but like everything you get what you pay for.",4
Sylvia R,4 reviews,"Reviewed October 10, 2013",Date of visit: September 2013,Must Visit,Had an amazing meal....staff were first class and I  would definitely recommend a visit....can't wait for a return visit next year!!!,5
WinR776,48 reviews,"Reviewed October 9, 2013",Date of visit: September 2013,Worth a visit,"We visited twice during our stay the first time we weren't hungry enough I had the small ribs which were huge and my husband had fajitas both very nice, the second time we went hungry and managed a dessert I has pasta my husband had...More",5
Wendy B,4 reviews,"Reviewed October 8, 2013",Date of visit: August 2013,Fat portions !!,"Amazing food, friendly staff and very child friendly, thoroughly enjoyable, especially the singers !!",5
Jeanette B,17 reviews,"Reviewed October 8, 2013",Date of visit: August 2013,Over rated,"We think that if you have young children it would appeal to them,plates piled high,dancers etc and lots going on,but if you are looking for good food and service and value for money there is far better to be had in Paphos. You are always...More",3
Martin D,20 reviews,"Reviewed October 8, 2013",Date of visit: July 2013,Big portions,There will be a queue outside so expect to wait but it is worth it. The portions are enormous so go hungry or you will be defeated. Both texmex and Italian are worth every penny and you can order both at the same time ....More,5
saggyass,14 reviews,"Reviewed October 8, 2013",Date of visit: September 2013,Happy Eating,"myself and my family ate twice at Fat Mamas, and were not disappointed on either visit, the food and the atmosphere is first class. If it your birthday they have a team of dancers, that do a song and dance for the birthday boy or...More",4
